PROLIFIC_PID,sex,ethnicity,race,age
5e716677038618090d4fe3e8,male,Not Hispanic or Latino,White,32
5e42f74f5b772a18434cabf7,female,Not Hispanic or Latino,White,52
59ff85cb7542890001aa60f1,female,Not Hispanic or Latino,White,20
5c79bc94d454af00160e2eee,female,Not Hispanic or Latino,White,28
5e2394c45514e6642dd8c16a,male,Hispanic or Latino,Multiracial,34
5ce1f31a27efac0018821eed,male,Not Hispanic or Latino,White,45
5dd352c51c219b35931aefd1,female,Not Hispanic or Latino,Other,55
5e3dec90ce522506a9045e17,male,Not Hispanic or Latino,Asian,46
5563984afdf99b672b5749b6,male,Not Hispanic or Latino,White,39
5d42486206811e001ada5b4b,male,Not Hispanic or Latino,White,44
5e6b10ced2723d0c95cf4468,male,Not Hispanic or Latino,White,48
5dcf402982569a08ddd84086,female,Not Hispanic or Latino,White,52
5e6f930a8c586155bdfffc4b,male,Hispanic or Latino,White,27
5e19805e05e1512212e4789a,female,Not Hispanic or Latino,Black,19
5e75b3b5cf9c271200060583,female,Hispanic or Latino,Multiracial,18
5dd446ab87c1fd43fbb49aa1,male,Not Hispanic or Latino,White,49
5c9ebf067114700016da2813,male,Hispanic or Latino,Other,28
5c476d19e101a500012ec201,male,Not Hispanic or Latino,White,39
5b5c8d4e10aec90001ed4bee,female,Not Hispanic or Latino,White,21
5c2805401d4eb70001177bfc,female,Not Hispanic or Latino,White,33
5e67b8c9dfa1b705a81d59f5,female,Not Hispanic or Latino,White,50
558abceafdf99b65685f02b1,female,Not Hispanic or Latino,White,43
5e70093e52b4685dfd36f5f2,male,Not Hispanic or Latino,White,29
5c378798bef9a20001e3a01a,male,Hispanic or Latino,White,31
5cfd7167adab2f0016d1571f,male,Not Hispanic or Latino,White,41
5da689dc1ce19b0016500435,female,Not Hispanic or Latino,White,26
5b0c65c11e55760001b96e90,female,Not Hispanic or Latino,White,47
5b8f08cbb007ed0001aaa0bd,male,Not Hispanic or Latino,Asian,20
5a04869ff2e3460001edad2e,male,Not Hispanic or Latino,White,28
5ddcc7783c4937c326932594,female,Not Hispanic or Latino,White,45
5df97abeabec5d6fcbbc764d,female,Not Hispanic or Latino,White,68
5e470b9563f714033f4b7a7f,female,Not Hispanic or Latino,White,33
5e57613a151c201197693dd3,male,Not Hispanic or Latino,Multiracial,19
55883b3efdf99b4021921cb9,male,Not Hispanic or Latino,White,26
5deb05909f631c23193bbffd,male,Not Hispanic or Latino,White,22
5e5b190a0f5cbf314bd4ee5d,female,Hispanic or Latino,White,25
5dd6d2d11228d9667276c3b7,male,Not Hispanic or Latino,Multiracial,30
5d4a1c61be2a040001beaedb,female,Not Hispanic or Latino,Asian,28
5c69f9dd4b5bb30001b3d31c,female,Not Hispanic or Latino,White,50
5b91f3f9d99ca20001ef6d8b,female,Not Hispanic or Latino,White,58
5c4e58785994ca0001132982,male,Not Hispanic or Latino,White,49
5d4c7d1a2a25e5000114cf3b,female,Not Hispanic or Latino,White,56
5ae1e9328ee5bf00018c8332,female,Not Hispanic or Latino,White,38
5e6e442f779df43f9b825868,female,Not Hispanic or Latino,White,25
5a8b61fcf1408d000176b02f,female,Not Hispanic or Latino,White,62
580cab86b869700001d71628,female,Not Hispanic or Latino,White,57
58f5365dfb4d7500014aeebc,male,Not Hispanic or Latino,White,27
5e519c1b7243ea1d0aa361d6,female,Not Hispanic or Latino,White,31
5e7fb4743c00ce69510024fb,female,Not Hispanic or Latino,White,25
5c82c9a4d8302a00010639b8,male,Not Hispanic or Latino,White,29
5761c23632676f0007eb36b3,male,Not Hispanic or Latino,White,29
5c92cda483617d0010bef1b8,male,Not Hispanic or Latino,Asian,29
5deaf334789cb321c7f002c2,female,Not Hispanic or Latino,White,52
5c0727ff1d461400012b61ee,female,Not Hispanic or Latino,White,51
5de9863a5c91a40b4a969920,female,Not Hispanic or Latino,White,39
5d71adbe66edbe00013561e8,female,Not Hispanic or Latino,Asian,33
5ded91dac3aca145654c39cf,female,Not Hispanic or Latino,Black,21
5dee16d963c5794b4eec6b03,female,Not Hispanic or Latino,White,44
5d63179aa3b94d0001da4bb6,female,Not Hispanic or Latino,White,56
5c8d7f4ca5092100014b00a4,male,Not Hispanic or Latino,White,39
5de2b1568f5cd52ecc1b14b8,male,Not Hispanic or Latino,White,41
5d92832f82e59d001a0e7f1b,female,Not Hispanic or Latino,White,50
5d743ec4869c8f0019b35907,female,Hispanic or Latino,American Indian/Alaska Native,32
5b233660648d5b0001b7de87,male,Not Hispanic or Latino,White,66
5d14445a4e1adb0001bff411,male,Not Hispanic or Latino,White,29
5df58b28ecb3ea3ed1ceea37,female,Not Hispanic or Latino,White,24
5d05417d1a34960016e7457a,female,Not Hispanic or Latino,White,33
5cfe877d4aa9600016ac8728,female,Not Hispanic or Latino,White,37
5589cd58fdf99b18be3203af,female,Not Hispanic or Latino,White,35
570521cfde5095001018a0c8,male,Not Hispanic or Latino,White,49
55b74f71fdf99b6e0c49975b,male,Not Hispanic or Latino,White,42
5c735293742d0d0001115f83,male,Not Hispanic or Latino,White,50
5c5924c553fba80001bd7ad9,female,Not Hispanic or Latino,Black,33
5d314400b80d0a001785c382,female,Not Hispanic or Latino,Black,37
591f9101acfd340001376293,male,Not Hispanic or Latino,White,77
5c23c03889f035000173d7d7,female,Not Hispanic or Latino,Asian,27
5c1c74700036a80001193c24,female,Not Hispanic or Latino,Multiracial,32
5e3df34cfb9ed506f1028bb5,male,Not Hispanic or Latino,White,39
5e3730e29367056cd1c6f168,female,Not Hispanic or Latino,White,59
5d1a1b598eabd8000134603e,male,Not Hispanic or Latino,Asian,36
5e0d61d853e8464f3394f9c3,male,Not Hispanic or Latino,White,32
5d9538766b38a90019104f71,male,Hispanic or Latino,White,26
5caeb56feb05440017fd4817,male,Not Hispanic or Latino,White,28
59f232c71f4f55000108a0d6,female,Not Hispanic or Latino,White,50
5c43c90d5aca820001f73f6f,male,Not Hispanic or Latino,White,32
55a432fcfdf99b02ff6caf92,male,Not Hispanic or Latino,White,34
5c3fd0d4c2d0b700017d02cd,male,Not Hispanic or Latino,White,31
5c1ebf5f658e9200017ae7e9,female,Not Hispanic or Latino,White,42
5d6d7049fb6f6a0017ccce08,female,Not Hispanic or Latino,White,42
5bf5aa89d944c300012634cc,male,Hispanic or Latino,Prefer not to disclose,29
57bf14513c449a000189c89a,male,Not Hispanic or Latino,White,66
5c7010404a99c6000139851e,female,Hispanic or Latino,White,40
5dd47a0b5a40f2477debd3ae,female,Not Hispanic or Latino,White,42
5d2eac390aca250001e9c3e1,female,Not Hispanic or Latino,White,38
5e16c978783225c8108ef055,male,Not Hispanic or Latino,White,58
5cf7738aee94190018d73574,female,Hispanic or Latino,White,31
5dfc674a9195c6974e597c58,female,Not Hispanic or Latino,White,43
58a50aebbb9e0f0001aca2a7,male,Not Hispanic or Latino,Asian,41
559385f5fdf99b78e49c58e9,male,Not Hispanic or Latino,White,33
5a6f57166923df0001ef8d02,female,Not Hispanic or Latino,White,36
5e1510a1c76aa6b119558fd6,male,Hispanic or Latino,White,30
5e6138fd51dba20226f162a9,male,Not Hispanic or Latino,Black,39
5a063c2d844c7a00015e477d,male,Not Hispanic or Latino,White,31
5cad4750f4115800176d506e,female,Not Hispanic or Latino,White,40
5afafdf27245f60001157545,male,Not Hispanic or Latino,White,28
55dd3e6450a1f7001090e2e5,male,Not Hispanic or Latino,White,32
5c2c62542c45d400014a32e6,male,Not Hispanic or Latino,Asian,26
5cf61f1ec0d98b00196ebc90,female,Not Hispanic or Latino,White,30
57dd766bbcd7150001ded5de,male,Not Hispanic or Latino,White,51
5a5e2bbfacc75b00017a8d93,male,Not Hispanic or Latino,White,62
5da978f61844f20014bf9933,male,Not Hispanic or Latino,White,31
576787093c6f2e0001bd472e,female,Not Hispanic or Latino,White,56
5800e50de3536e00012840f4,female,Not Hispanic or Latino,White,63
5dd6e8e3e426bd67d5b1c7e0,female,Hispanic or Latino,Asian,46
5e5293866f83902a1858dc08,male,Not Hispanic or Latino,White,40
5e16200e9195c6c0ec0b0e92,female,Not Hispanic or Latino,White,62
5c4af67cdccaa800016b3192,male,Not Hispanic or Latino,White,38
5dffe7b15a3425c08d0c4d93,male,Hispanic or Latino,White,26
5e649034feba20212bb729db,male,Not Hispanic or Latino,White,28
5c2fcf0aa945190001be8c68,male,Not Hispanic or Latino,Asian,25
5a7e02cc000dab00018c5e3c,male,Not Hispanic or Latino,White,34
5e3f6b251d15101c5251d8b7,male,Not Hispanic or Latino,White,65
59dc458f77860e000151240e,male,Not Hispanic or Latino,White,37
5ddab4c559b1b0a089f10680,female,Not Hispanic or Latino,White,63
546ec14dfdf99b2bc7ebd032,male,Not Hispanic or Latino,Asian,55
5e6cbcbc4b1e3727b86b6327,male,Not Hispanic or Latino,Black,27
5987e920eef500000111e1ac,female,Not Hispanic or Latino,White,60
5ca272f5caf59c0001a942cb,female,Not Hispanic or Latino,Black,30
5e7c021e2b00612482e357fc,male,Not Hispanic or Latino,White,42
5e6819e8d474f20c880e5ccb,male,Not Hispanic or Latino,White,56
5c74e7e9c3fe130001e86cc8,female,Not Hispanic or Latino,White,31
56c2f65cc51218000c9786ff,male,Not Hispanic or Latino,White,36
562e4469733ea00005163785,male,Not Hispanic or Latino,White,45
5df81cd72713055bdf02efd8,male,Not Hispanic or Latino,White,42
5d8934dc4c680f00181616f8,female,Not Hispanic or Latino,White,32
5e2d9faa72e2fa39058e5b4a,male,Not Hispanic or Latino,White,36
5afa5252672ea800010d97e6,female,Not Hispanic or Latino,White,32
5d89487b241e9c0015e25844,female,Not Hispanic or Latino,White,30
5d1e5ece2e9ac30016b522c5,female,Hispanic or Latino,White,39
5e1fa60088eb2e2d97c4a4a7,female,Not Hispanic or Latino,Asian,49
5a6d3a19e6cc4a0001b6c47a,male,Not Hispanic or Latino,White,51
5993020a5f49420001caf86b,female,Not Hispanic or Latino,Asian,50
5dfe8e7bdc8535b21b18ea2f,male,Not Hispanic or Latino,White,40
5a4bf09053a4560001ba0ebf,male,Not Hispanic or Latino,White,32
5d38dd61cd5594000137c4be,male,Not Hispanic or Latino,White,28
5e2acd00454b3f000d41d3e3,male,Hispanic or Latino,Multiracial,22
5e69873c938d32244e113c95,male,Not Hispanic or Latino,White,64
5d8076e9fdae37001cc20d6e,male,Hispanic or Latino,White,22
5d8a4a5b57f2f50001906436,male,Not Hispanic or Latino,White,48
5e0378a7b199e4e7e6ccd8e9,male,Not Hispanic or Latino,White,25
5b97f8988ae8150001c7a887,male,Not Hispanic or Latino,White,41
5be8846293ca1f00014db03c,female,Not Hispanic or Latino,White,53
5dd3648c10420036f4141f18,male,Not Hispanic or Latino,White,46
5a3c39f08d005a000182a1c6,female,Not Hispanic or Latino,White,59
5be61e64aa1dd8000142f043,male,Not Hispanic or Latino,White,67
5b15d20c444cef0001cb1153,male,Not Hispanic or Latino,Black,35
5c0f93c3367ee90001254199,male,Not Hispanic or Latino,White,32
5c69ec2a51ea580001da65ae,female,Not Hispanic or Latino,White,44
5dcfee797aa0d60e609d28e0,male,Not Hispanic or Latino,White,31
5af5262f1b55800001f4a418,female,Not Hispanic or Latino,White,46
5bfcaea90ef039000138174a,female,Not Hispanic or Latino,White,29
5d332957d0635b00013bd785,male,Not Hispanic or Latino,White,25
5dd56e51954d1952f17bb57b,female,Not Hispanic or Latino,White,66
5e7fbf90e06daa01664bc717,male,Not Hispanic or Latino,Multiracial,27
5e1ab52f6a9bac30cbc3214d,female,Not Hispanic or Latino,White,28
5df040fa82b88c0a7c698dd8,male,Not Hispanic or Latino,White,51
5e725b947d589c19857e3fe1,female,Not Hispanic or Latino,White,30
5c3d4b92486a390001e87dfe,female,Not Hispanic or Latino,White,57
5cb568ebf0e31e0017d9bf32,female,Not Hispanic or Latino,White,35
5dcf4fb1181abc09aa499cd8,female,Not Hispanic or Latino,White,55
5642af61942576000566efda,male,Not Hispanic or Latino,Black,30
5c3a87a61ede2b000115cf76,male,Not Hispanic or Latino,White,48
5e1af8253be58733337dfa54,female,Not Hispanic or Latino,White,23
5dd2c627ac504a2d078dc2ec,female,Not Hispanic or Latino,White,26
58644414ac950900013dda4b,female,Not Hispanic or Latino,White,47
5acba5505cd10500016280eb,female,Not Hispanic or Latino,White,27
5d5b7e9d47c19900019db3c3,male,Not Hispanic or Latino,White,32
5d8a64630ffb9c001746ca2c,male,Not Hispanic or Latino,Asian,60
5c5ac2869d974300015d81fc,male,Not Hispanic or Latino,White,33
5d100e740277ff00152f7562,female,Not Hispanic or Latino,White,43
5dfe69ed11d879b042404a8b,female,Not Hispanic or Latino,White,39
5dd3443416d10c35c37ab9b2,male,Not Hispanic or Latino,White,39
5c1baf8fdbc4da0001648218,female,Hispanic or Latino,White,60
5dd4717e8ed6bf469548363d,male,Not Hispanic or Latino,White,30
56547b0d042127000d4a1111,male,Not Hispanic or Latino,White,41
5dd86784dcec8782b85cb5bb,male,Not Hispanic or Latino,White,54
5c628464519bc50001cc09b3,male,Not Hispanic or Latino,Black,47
5e5e5b2488479216d9171d1b,female,Not Hispanic or Latino,White,55
5a791168f49c9a0001f31061,male,Not Hispanic or Latino,Black,42
5c670a430d80fd00014264f9,male,Not Hispanic or Latino,Asian,35
54e32a60fdf99b3eae9de85b,female,Not Hispanic or Latino,White,35
5596cdbbfdf99b3b5597ba91,female,Not Hispanic or Latino,White,56
579e09bd4d107800016dd938,male,Not Hispanic or Latino,Asian,53
5d40da980af3a7001a3ee980,male,Not Hispanic or Latino,Asian,30
5c0fff76e6eb4e0001b27f20,female,Not Hispanic or Latino,White,26
5aebb10baa05510001ff6500,male,Not Hispanic or Latino,White,21
5dea9fb3cb53ca1cda9f6116,female,Not Hispanic or Latino,White,37
5cb60f1eefd4130001bbfdb7,male,Hispanic or Latino,White,27
5d7583593a535600190c2e5b,male,Not Hispanic or Latino,White,31
5ddf3a3a23f9f1eabaf02ad5,female,Not Hispanic or Latino,White,34
5e7fde3e6db6e86c7a24f869,male,Not Hispanic or Latino,Asian,35
5a99003d777df200015ff521,male,Not Hispanic or Latino,White,38
5b93b5481b20d100018f0b97,male,Not Hispanic or Latino,White,73
5db9a46ff8e3f9000f88cb85,male,Not Hispanic or Latino,White,62
5dd32014b51b3e33ec0d07cc,male,Hispanic or Latino,White,44
5d10eaf23afd390019075267,female,Not Hispanic or Latino,White,24
5d50e977b0386d00013e105c,male,Not Hispanic or Latino,White,21
5e654c6dc302df2ce7b2ef91,male,Not Hispanic or Latino,White,26
5cbf5b488be75a0016b49758,male,Not Hispanic or Latino,White,41
5d02e02a2c5da00001474340,female,Not Hispanic or Latino,White,44
5d49f195061e2a000138b69f,female,Not Hispanic or Latino,White,29
5e523ca8df9ae92581169f1d,male,Not Hispanic or Latino,White,22
5e4a1730c94447480594cea4,female,Not Hispanic or Latino,White,33
581649f0b434f0000184d2a9,female,Not Hispanic or Latino,White,27
5d4a41890e604c00011ade8b,male,Not Hispanic or Latino,Asian,24
5bf350a017a7de0001cf746a,male,Hispanic or Latino,White,29
5d16dec73ecb0f001e63fb33,female,Not Hispanic or Latino,White,30
5a6ab0fbab58b500015f29db,female,Hispanic or Latino,White,40
5c22f28d70d93a0001201738,male,Not Hispanic or Latino,White,54
5c775f3a1d2afc0001f49d03,female,Not Hispanic or Latino,White,26
5dcf1f34da167d0705efa0a7,male,Not Hispanic or Latino,White,32
559c3ad8fdf99b32b55f2d32,female,Not Hispanic or Latino,White,43
597fe89a1b41a20001749f57,female,Not Hispanic or Latino,White,42
5dedf0483711364928753ecd,male,Not Hispanic or Latino,Asian,34
591d369e88bbb500013a8517,male,Not Hispanic or Latino,White,48
5bf150273941490001fd47fa,female,Not Hispanic or Latino,White,45
59c843b646f72100019067ce,female,Prefer not to disclose,Prefer not to disclose,48
5e3581ed0082f15283413024,male,Not Hispanic or Latino,White,59
5c50c73cecd461000198fea1,male,Not Hispanic or Latino,White,27
5e690554a0274319a0f5d3bd,male,Not Hispanic or Latino,White,33
5dbdbc9da319ab2ecf2a0887,female,Not Hispanic or Latino,Black,27
5781c15381f331000139a89e,female,Not Hispanic or Latino,White,32
5a9c44d2f05361000172055b,male,Hispanic or Latino,Multiracial,30
5debce5335575a2bed69acc6,male,Not Hispanic or Latino,White,54
5c720c7278263500015665f9,male,Hispanic or Latino,White,37
5c28c65636efd800010f30fb,female,Not Hispanic or Latino,White,30
5c35132e48ad2900017e535e,female,Not Hispanic or Latino,Asian,23
59f226a9d6380600018b2923,female,Not Hispanic or Latino,White,56
5dd331cfdd9a7434e8a26337,male,Not Hispanic or Latino,Black,40
572036a1fd3a5200093c126b,female,Not Hispanic or Latino,White,42
5d7a66f0af1dc10001d9cc50,female,Hispanic or Latino,Multiracial,24
5a79f14a8fe2dc00010593eb,female,Not Hispanic or Latino,White,30
5d6fbd3f9ba41b0018d20082,male,Not Hispanic or Latino,White,58
5b9efb73d1ff7a00013bfe84,female,Not Hispanic or Latino,Multiracial,52
5e3ac9d20d41ad2da023d9ae,male,Not Hispanic or Latino,White,36
5c49484a6d9ae80001a1aa72,male,Not Hispanic or Latino,White,41
5deb638bff7f7126d6fb5142,male,Not Hispanic or Latino,White,44
5a127fc7c259f30001766641,male,Hispanic or Latino,White,39
5d6d54f672f55a00010507d8,male,Not Hispanic or Latino,Asian,22
5d0e9d1bf403080016411381,male,Not Hispanic or Latino,White,47
5b182365316c630001abff4f,female,Not Hispanic or Latino,White,33
5deac9f909c1071f9ea11d18,female,Not Hispanic or Latino,White,50
55d234565bc5bc0005d90389,male,Not Hispanic or Latino,White,29
5d913db636ea240014f8cd91,female,Hispanic or Latino,White,30
5e4a833ea1b43a000cecd75b,male,Not Hispanic or Latino,White,27
5a84f454ae9a0b0001a9e4e5,male,Not Hispanic or Latino,White,43
5d60b5beea1c1c0001c98bf6,female,Not Hispanic or Latino,White,62
5dcc27974b54778b69e62ec5,female,Not Hispanic or Latino,White,44
5e729bd09064481e6783f224,female,Not Hispanic or Latino,White,42
5bcf9a4765502300013b74a6,male,Not Hispanic or Latino,White,54
5e435ed03514ba1f93343a78,female,Not Hispanic or Latino,White,40
5dd4189ef30aa640b4e9c094,male,Not Hispanic or Latino,White,55
558a327cfdf99b2d75651681,male,Not Hispanic or Latino,White,53
5bf9bd81549c180001dab194,male,Not Hispanic or Latino,White,54
5b2bfb37163ead00013fb8b4,female,Not Hispanic or Latino,White,55
5bc2c49f83f9420001011bf8,male,Not Hispanic or Latino,Asian,52
5dcdef4dd30a0e0acb5b6fba,male,Not Hispanic or Latino,White,46
5594914efdf99b5eeb772732,male,Not Hispanic or Latino,White,57
56e130548b1c33000a388671,male,Not Hispanic or Latino,White,26
5a01a0fd728b1b0001ad89f8,male,Not Hispanic or Latino,White,32
5cd0e4af28bcd80019de6905,male,Not Hispanic or Latino,White,45
5cb3ca4e66fddc001481db61,female,Not Hispanic or Latino,White,50
5c223d4a4a7e1f000137e5b9,male,Not Hispanic or Latino,White,31
5c27e76978fad500019328cc,male,Not Hispanic or Latino,White,35
5c856d52bce73c00018c4508,female,Not Hispanic or Latino,White,60
5d61c17892a38a0001d83e30,female,Not Hispanic or Latino,White,35
5e65c44dde789633b3a303d9,female,Not Hispanic or Latino,White,34
5d73b97a40e4bc00019e1db8,female,Not Hispanic or Latino,White,24
55a43cf3fdf99b02ff6cb0b4,female,Not Hispanic or Latino,Multiracial,43
5c28113978fad50001932f58,male,Not Hispanic or Latino,White,30
5c82a8cdfff8430015e9942f,male,Not Hispanic or Latino,White,32
565e0169998e44000a4bdab1,male,Not Hispanic or Latino,White,38
5920b1f62b529b00013f3214,male,Not Hispanic or Latino,White,56
5d3515c39ce6590017010766,female,Not Hispanic or Latino,White,39
5bc5552a23ecbb00012d6cb5,female,Not Hispanic or Latino,White,64
567dd32b4f0ef30006dbb718,female,Not Hispanic or Latino,Black,53
5d33eba92fd5a40016e58abb,female,Not Hispanic or Latino,Black,30
5caec6b270da3100017f35de,male,Not Hispanic or Latino,Asian,60
5ae7f99bd5ec5e000175f097,male,Not Hispanic or Latino,White,37
5e1ccb298f3c65054bd232c1,female,Not Hispanic or Latino,White,32
5e415a5f9dd805382f0b6af9,male,Not Hispanic or Latino,Asian,47
570b8aa8b9b52b00102d97f2,female,Not Hispanic or Latino,White,67
549ea92efdf99b4ffa5fa208,female,Not Hispanic or Latino,White,34
55c43918fdf99b080551e044,male,Not Hispanic or Latino,Asian,32
5e29c3e725dcfd01cef9f474,female,Not Hispanic or Latino,White,42
5e498a4fd2a6e53fb7b1840e,female,Not Hispanic or Latino,Black,48
5c5fc0136467ac0001b80940,female,Not Hispanic or Latino,White,53
5e5c91241b530a000c03d815,male,Not Hispanic or Latino,White,42
59d5126df35ff40001914d8e,female,Not Hispanic or Latino,Multiracial,60
5c3e82e91580e9000122d204,male,Not Hispanic or Latino,Asian,34
5c309bb410677f0001dda0ed,male,Not Hispanic or Latino,White,39
5dbe3345a262de347e900665,male,Not Hispanic or Latino,White,29
5d96203d74f4a000159a8c58,male,Not Hispanic or Latino,White,48
5d83d2f1ae7a8b00017ec6a9,male,Not Hispanic or Latino,White,39
5dd3396efd5b2834c06111ac,male,Not Hispanic or Latino,White,50
5ce1c42ca80ce0001a4aeb82,male,Not Hispanic or Latino,White,53
5dc8d871031ed662f4e63291,male,Prefer not to disclose,Prefer not to disclose,41
5e04f438afb8b0f5afa75f08,male,Not Hispanic or Latino,White,34
5bf1c289a34fea0001ddbe06,male,Not Hispanic or Latino,White,36
5ddf3b59b48da3e9ffc7e2d8,female,Not Hispanic or Latino,White,55
5de312e0733464341f5327a0,male,Not Hispanic or Latino,White,64
5dbd1569f8223b28d73ed6ae,female,Not Hispanic or Latino,White,65
5e2cc504032d282ef44a2c41,female,Not Hispanic or Latino,White,57
5ce2f6723f8060000109feab,female,Not Hispanic or Latino,White,42
5e5ee89299b03c22a97ff062,male,Not Hispanic or Latino,Asian,23
5d74001d391b6600175f433b,female,Not Hispanic or Latino,White,31
5bddc463712eb800010d2e4d,female,Hispanic or Latino,Black,24
5e76d2652d882b2481d65066,female,Not Hispanic or Latino,Asian,20
5d62239454f7a50001c70f03,female,Not Hispanic or Latino,Black,20
5c565e4ae66e510001ee8fce,female,Prefer not to disclose,Prefer not to disclose,24
5e606b5b1d34273bfbe0422b,female,Not Hispanic or Latino,White,21
5cfb68f1921204001b8fdd45,female,Not Hispanic or Latino,White,35
5dbe22f6bdff2433c1b19850,female,Not Hispanic or Latino,Black,21
5d49a0b751695e0001a188a8,female,Not Hispanic or Latino,White,55
5e5891186551fe09b1c20fce,female,Not Hispanic or Latino,Black,20
5e59abf6a2f2c51b5edabbf1,male,Not Hispanic or Latino,White,37
5e3795c88390cf719c3d6603,female,Not Hispanic or Latino,Black,22
5e121701dc79bd8a1a22ca99,female,Not Hispanic or Latino,White,49
5db6f5c8c5ffeb000ac7cfb2,female,Not Hispanic or Latino,Asian,43
5e607be2b156963d0fa650d7,male,Not Hispanic or Latino,White,22
5e3d8ef3b9b9e3043d928529,female,Not Hispanic or Latino,Black,25
5e0d6dee4f40fb4f60fc0494,female,Not Hispanic or Latino,Black,27
5e0f443e8205266652153f5e,female,Hispanic or Latino,Multiracial,25
5e8421d0df483e18852ff25e,female,Not Hispanic or Latino,Multiracial,26
5dd1f5dc80628723e3d506c5,female,Not Hispanic or Latino,White,61
5cbf7734aae1180017942e45,female,Not Hispanic or Latino,White,50
5dc0ac2c441a2105cbb3bb0f,male,Not Hispanic or Latino,White,32
5c796f4b4855980016a15557,female,Not Hispanic or Latino,White,44
5e1ce60964b30e000cb79c1a,female,Not Hispanic or Latino,White,56
5e0d256753e8464d64940925,female,Not Hispanic or Latino,White,52
5deb430335575a25f8ec22b9,female,Not Hispanic or Latino,White,28
5699974f25d9e90006b08be4,male,Not Hispanic or Latino,Asian,28
581d5500930a280001062d83,female,Not Hispanic or Latino,White,63
5e6445748a25da1ce689a14c,female,Not Hispanic or Latino,Black,20
5e57326738fb3a0e59321c1f,male,Not Hispanic or Latino,Asian,19
5c0262307e7bca000123e41b,male,Not Hispanic or Latino,White,25
5e5578c220b63957aeea65dd,female,Not Hispanic or Latino,White,18
5be8d4af25507300010dd4e4,female,Not Hispanic or Latino,White,46
5dbd3613d54c4929d11b8117,male,Not Hispanic or Latino,White,30
5c228e5c867f660001ad66be,female,Hispanic or Latino,White,22
5d7c8220f408ea00185c0c92,female,Not Hispanic or Latino,White,32
5a9493ce873cda0001dc6dfb,female,Not Hispanic or Latino,White,29
5e7169b191be1c08a9684554,female,Not Hispanic or Latino,Black,18
54924b8efdf99b77ccedc1d5,male,Not Hispanic or Latino,Asian,23
5970ce4e5fa69e0001fc7381,female,Hispanic or Latino,White,25
5cf7dd949b3f4d0018a798b6,female,Hispanic or Latino,Prefer not to disclose,25
5c3fb71b36052e00016bb1a6,female,Not Hispanic or Latino,White,50
5c0017c8f4fb890001d68650,female,Not Hispanic or Latino,Black,60
5cb912a2e254c8001754eabd,female,Not Hispanic or Latino,Asian,25
56492ba96902220005c4a768,female,Not Hispanic or Latino,White,22
5e167aa29195c6c5bd83b031,male,Not Hispanic or Latino,White,22
56e5b167b2093a000b4f1345,female,Not Hispanic or Latino,White,26
5e718c86686c0c0b7759f340,male,Not Hispanic or Latino,White,20
561d98e03d7fe8000b0f5e09,female,Not Hispanic or Latino,White,62
5e2e9c7388448746ab366b7f,female,Hispanic or Latino,Other,23
5e7da5d226ed71438566a7d8,female,Not Hispanic or Latino,Multiracial,20
5d0fbedf101793000168ef7a,male,Not Hispanic or Latino,White,19
5e799448fb3c7055cdee5ecd,female,Not Hispanic or Latino,White,23
5c9c05678ba35500015dbc29,male,Not Hispanic or Latino,Multiracial,55
5e7d0b3b0d34ae38edea53c2,male,Not Hispanic or Latino,Asian,19
5e8410cf58d87216e5a20315,female,Not Hispanic or Latino,Asian,18
5dced8b0af16d302f42d6ac4,male,Not Hispanic or Latino,White,59
5e6520251cbc9729feb32292,female,Not Hispanic or Latino,Asian,23
599eaf0fbfd73c00010ea24e,female,Not Hispanic or Latino,White,41
55b3120cfdf99b6ef6263a71,female,Not Hispanic or Latino,White,52
5e7377566cfd2c2bfadfe467,female,Not Hispanic or Latino,Black,54
5dd31d3216d10c341d2d2c7e,female,Not Hispanic or Latino,Black,34
5bdc9b4780cdcf0001bc4c24,male,Not Hispanic or Latino,White,51
5e7bc10939f0d10b16c5f79b,female,Not Hispanic or Latino,White,37
5dd35813794e103649612ffd,female,Not Hispanic or Latino,White,52
57027c1f68c641000e0c8970,female,Not Hispanic or Latino,White,41
589fc07f1521230001ebf494,female,Not Hispanic or Latino,White,40
5a0f3524087f2e0001eaed5c,female,Not Hispanic or Latino,White,47
5c41c28e896e090001c03bb0,female,Not Hispanic or Latino,White,42
5e83acf739dc7e0fae3900ce,female,Not Hispanic or Latino,White,28
5c2be72c59ce110001073428,male,Not Hispanic or Latino,White,38
5e18241da01d35102555c69b,male,Not Hispanic or Latino,White,26
5e2be6efe179572183644844,male,Not Hispanic or Latino,White,44
5589cf61fdf99b18bd86d076,female,Not Hispanic or Latino,White,62
55f244e632af740012170458,male,Not Hispanic or Latino,White,38
59e980be6100f9000194a869,male,Not Hispanic or Latino,Asian,36
5d3cfeabbaf11000151ed4cd,female,Not Hispanic or Latino,White,20
56f2a06ced0cf6000b9109fd,female,Not Hispanic or Latino,White,65
5e00a9b74acfb9c9723a9a59,female,Not Hispanic or Latino,White,28
5e06ecd524f9390991997bb7,female,Not Hispanic or Latino,White,24
5cb882d33f0af9000159e00f,female,Not Hispanic or Latino,White,57
5c83f2cb36f2450001c860ed,male,Not Hispanic or Latino,White,66
5e77dd22a02ca535d408b61f,male,Not Hispanic or Latino,White,27
5e83cddbac910b1255564ab1,male,Not Hispanic or Latino,Asian,18
